path	client_id	generated_path	sentence	generated_sentence
common_voice_en_37290206.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37290206.mp3	Cass began developing the area with his business partner, Captain Ingals.	He received general education in the Tbilisi Gymnasium.
common_voice_en_37290209.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37290209.mp3	"In both Hebrew and Aramaic the word could also mean ""shame, disgrace""."	They were given the Dodge and Fargo brands.
common_voice_en_37290210.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37290210.mp3	Neo takes the red pill.	International authorities gave much credit to his leadership.
common_voice_en_37290223.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37290223.mp3	It is also possible for simultanagnosic symptoms to develop from degenerative disorders.	He's a spirited youth.
common_voice_en_37305966.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37305966.mp3	Reardon also asks Raylan to check the courthouse for any bomb threat.	All of the officers were sentenced to death.
common_voice_en_37305967.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37305967.mp3	Some of my readers perhaps doubt whether this really made the men bombproof.	In other cases, he or she may simply not be able to dance.
common_voice_en_37305971.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37305971.mp3	"He calls them ""brigands among brigands"" and that they were ""addicted to plunder""."	This would cause her to be recognized as a world authority on heart defects.
common_voice_en_37305972.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37305972.mp3	Part of that validation should be an explicit safety validation activity.	They had children Jody, Billy and Molly.
common_voice_en_37305974.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37305974.mp3	Scrim is also used in clothing, usually covering the face or head.	The town is named after General John Sullivan.
common_voice_en_37305976.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37305976.mp3	This is what Scary Kids is all about to this day.	The situation calculus represents changing scenarios as a set of first-order logic formulae.
common_voice_en_37305982.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37305982.mp3	All card manufacturers are required to implement it however.	Award-winning screen composer and filmmaker Milton Trott grew up in Blackwood.
common_voice_en_37305986.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37305986.mp3	Grobe earned the Catlin Citizenship Award and the Big Green Award.	"These ""bala"" have especially long keys and huge calabashes for amplification."
common_voice_en_37305987.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37305987.mp3	Cowling was then promoted to captain in Libya.	Russell.
common_voice_en_37305989.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37305989.mp3	He also made back-to-back final table appearances in the first two Poker Million events.	In Unix-like operating systems, many files have no associated physical storage device.
common_voice_en_37305991.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37305991.mp3	The treatment given to individual stories varies widely.	His son Link Byfield was once a candidate to be a Senator for Alberta.
common_voice_en_37305992.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37305992.mp3	The teleplay was written by Stewart Stern based on the story by Joseph Conrad.	He and his remaining supporters continued a guerrilla campaign in the Carpathian mountains.
common_voice_en_37305995.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37305995.mp3	Bersola-Babao added her method of raising her three-year-old son, Nio.	This was translated into Gaelic by Iain MacMilan from James Chadwick's English translation.
common_voice_en_37305999.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37305999.mp3	Estefan first came to prominence as a member of the Miami Sound Machine.	Protest was also done in Lahore as people said it is an unlawful ban.
common_voice_en_37306000.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37306000.mp3	His perspective offers a deviation from the view that ascribed statuses are always fixed.	Killing them all, the submarine was never raised.
common_voice_en_37306001.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37306001.mp3	"In ""vacation periods"" between working at Drury Lane, he performed for William Pinkethman's company."	Its rarity and popularity amongst lo-fi enthusiasts makes the Orchestron highly sought after.
common_voice_en_37306003.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37306003.mp3	He continued writing by the pen name of 'Vishnu'.	Joint Secretary Md.
common_voice_en_37306006.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37306006.mp3	The manual states that Twisted!	At the time, it was the single largest grant the Atlantic Philanthropies had given.
common_voice_en_37306007.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37306007.mp3	The crossing is only for vehicular traffic.	The school district's sports teams are the Blue Devils for volleyball, softball, and baseball.
common_voice_en_37306008.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37306008.mp3	He has the power to take one's soul without permission.	The whole swamp has peat underneath.
common_voice_en_37306009.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37306009.mp3	"Ermita is also not far from trolleybus Line ""E""."	You come into the world and then you go.
common_voice_en_37306014.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37306014.mp3	The Faroese physician Niels Finsen is believed to be the father of modern phototherapy.	His wife, Liz, is a mathematics teacher and examiner.
common_voice_en_37306015.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37306015.mp3	The closest crater of comparable dimensions is Lambert to the west.	The term is used in Germany, Austria, and Switzerland.
common_voice_en_37306016.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37306016.mp3	"In Pittsburgh, Isaly outlets were converted to the ""Sweet William"" brand."	In ancient Egypt, such unions were the rule, not the exception.
common_voice_en_37306017.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37306017.mp3	The bank has merged with several other regional banks over the next decade.	The development of Canada since the peace is hardly mentioned.
common_voice_en_37306018.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37306018.mp3	"Morph appeared mainly in one-minute ""shorts"" interspersed throughout the show."	Dhalla was born in Winnipeg, Manitoba to an immigrant family from Punjab, India.
common_voice_en_37306022.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37306022.mp3	The Adagio is in three parts, with a central accompanied cadenza.	He is the Chairman of the Most Important Committee.
common_voice_en_37306028.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37306028.mp3	This white solid forms a monohydrate and is mildly deliquescent.	Roast beef is sometimes served with horseradish or horseradish sauce.
common_voice_en_37306030.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37306030.mp3	She never cried.	There were actually two separate organizations of this church.
common_voice_en_37306033.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37306033.mp3	Fosler was twice named America's most accurate economic forecaster by The Wall Street Journal.	Traditionally, Ganseys were seamless and worked in the round using the circular knitting method.
common_voice_en_37306034.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37306034.mp3	The original research focus was on the global carbon cycle, an emphasis maintained today.	This species is present in most of Europe and in Russia.
common_voice_en_37306046.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37306046.mp3	It is the primary road route to central Melbourne from Melbourne's southern suburbs.	Everyone leaves and Debra and Ray are alone again.
common_voice_en_37306049.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37306049.mp3	Leland opposed theological seminaries.	A group of Korean Americans led the project to establish the Memorial.
common_voice_en_37306056.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37306056.mp3	The expansion included a barque shrine of Amun and a new treasury.	The manual states that Twisted!
common_voice_en_37306078.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37306078.mp3	"The term of ""West Java"" is preferred by scholars in this field."	He lives in a glorious palace under the seas.
common_voice_en_37306113.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37306113.mp3	The changes were small, but effective.	Burr performed live on the radio while broadcasting technology was still in its infancy.
common_voice_en_37306116.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37306116.mp3	Traditionally, Ganseys were seamless and worked in the round using the circular knitting method.	She arrives in Sam's mind, finding Sam caught in her own depression.
common_voice_en_37306117.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37306117.mp3	"Heroicus includes Achilles' ""Ode to Echo""."	Mora's provocative and highly symbolic offal exhibit caused a stir.
common_voice_en_37306118.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37306118.mp3	The town is located in the Mughalsarai - Howrah main line.	In this same period he wrote a large number of dramatic pieces.
common_voice_en_37306119.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37306119.mp3	He attempted to stop the auction, but was unsuccessful.	After the season, he moved to Roswell.
common_voice_en_37306122.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37306122.mp3	Major changes include a new diesel engine and braking system.	He then placed a plastic garbage bag over her head and strangled her.
common_voice_en_37306124.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37306124.mp3	In-situ methods seek to treat the contamination without removing the soils or groundwater.	As a result, they reacted by becoming fierce proponents of Orthodoxy.
common_voice_en_37306127.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37306127.mp3	The Titeuf Carambars are blue on the outside and yellow inside or vice versa.	Two women have been elected mayor: Maureen O'Connor and Susan Golding consecutively.
common_voice_en_37306128.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37306128.mp3	But Stephen's loss will be felt much more widely than just politics.	Historically, sports teams and the people who play sports have been amateurs.
common_voice_en_37306129.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37306129.mp3	When writing, his gaunt form looked ridiculous enough.	"The definition of ""postage stamp"" can also be problematic for catalogers."
common_voice_en_37306132.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37306132.mp3	White short and white socks complete the away kit.	Parika is also known for its exotic pet trades including parrots and various birds.
common_voice_en_37306140.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37306140.mp3	This was translated into Gaelic by Iain MacMilan from James Chadwick's English translation.	Only four cars can platform at Croton Falls.
common_voice_en_37306142.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37306142.mp3	Waterton is also credited with bringing curare to Europe.	See Omphale for discussion.
common_voice_en_37306143.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37306143.mp3	The site was then developed as a radio receiving station.	It is found in Turkey.
common_voice_en_37306144.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37306144.mp3	She also later taught in Norristown, Pennsylvania, and New York City.	To her surprise, the young man agrees.
common_voice_en_37306155.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37306155.mp3	Melarcode has a sizable migrant population.	"Advanced Dungeons and Dragons eliminated dependencies on ""Chainmail"" entirely."
common_voice_en_37306157.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37306157.mp3	In the middle of the square lies the Gheorghe Doja Park.	Leadership was acquired by warriors or hunters.
common_voice_en_37306158.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37306158.mp3	He was arrested that October and sentenced to death by a court-martial.	He served from then until his death as Lord Steward of the Household.
common_voice_en_37306159.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37306159.mp3	Misconduct can be considered an unacceptable or improper behavior, especially or professional person.	Consequently, it also proved to be the turning point.
common_voice_en_37306160.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37306160.mp3	Abu Ye Abu ye!	Here lieth Peter Shield and Mary his wife, mother and children.
common_voice_en_37306161.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37306161.mp3	Campton lies fully within the Merrimack River watershed.	At one time, he was the chief operating officer.
common_voice_en_37306162.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37306162.mp3	The village is on the bus route from Sunderland to Durham.	The team's first head coach was Terry Crisp, who coached for five seasons.
common_voice_en_37306167.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37306167.mp3	His father was a musical theatre director in Weimar and other Southern German centers.	It then escaped, and was later recaptured by police.
common_voice_en_37306172.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37306172.mp3	This toy is a clockwork animal, monster, or person.	Walk along the ridge and take the right trail down.
common_voice_en_37306173.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37306173.mp3	He won a scholarship to The Perse School in Cambridge.	"His most regular public forum is on ""Celebration"", the Daystar flagship program."
common_voice_en_37306174.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37306174.mp3	Godwin's son, Harold, the future king, then chased the invaders back into Wales.	Comedy Is Not Pretty!
common_voice_en_37306177.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37306177.mp3	In Tittle's day of iron man football, he played on both offense and defense.	McDuffie was also a notable conservationist.
common_voice_en_37306178.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37306178.mp3	Texarkana is a twin city with Texarkana, Texas, along State Line Avenue.	It is native to Africa, Madagascar, and Comoros.
common_voice_en_37306179.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37306179.mp3	They are, however, usually served on rusk to celebrate the birth of a child.	Performing a cold water extraction is legal.
common_voice_en_37306195.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37306195.mp3	They have a son and a daughter.	They had to say: Forgive us for God's sake!
common_voice_en_37306198.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37306198.mp3	After the Bolshevik Revolution, Leon Trotsky secured him entrance into the Cheka.	Richard would interview each guest individually during the show.
common_voice_en_37306201.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37306201.mp3	It was written by himself with the help of Leslie Roberts.	He wrote to his father: I created a new, different world out of nothing.
common_voice_en_37306204.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37306204.mp3	In the military community, communications among users on a national or worldwide basis.	Previously this variety was believed to be lost.
common_voice_en_37306205.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37306205.mp3	Since this date elements of the regiment have made a number of operational deployments.	Hot water is poured in and drips directly into the cup.
common_voice_en_37306206.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37306206.mp3	Indeed, it was no secret that he resented and distrusted Dunstan.	There are also married student apartments and upperclassmen suites.
common_voice_en_37306207.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37306207.mp3	Camp Bird and Thistledown are communities placed southwest of Ouray on Camp Bird Road.	The medrese is owned by the Directorate General of Foundations.
common_voice_en_37306211.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37306211.mp3	She was very tired of him — tired to death.	Many tribes used the wood and bark for making tools and furniture.
common_voice_en_37306214.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37306214.mp3	These patients can have devastating bleeding.	In addition, he speaks of meeting older family members.
common_voice_en_37306215.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37306215.mp3	The cure for the colic is to pull up the plant.	The two rear wheels were spaced together.
common_voice_en_37306216.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37306216.mp3	At the midpoint appear several small hills producing a central peak formation.	At one time there were several grist mills located on Minnehaha Creek.
common_voice_en_37306217.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37306217.mp3	He would later serve in the Ukrainian Liberation Army.	I have talked vaguely of getting a gas oven in my inner room.
common_voice_en_37306218.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37306218.mp3	The Teton Range in Wyoming is an example of an active fault scarp.	He was to remain in this post for exactly four years.
common_voice_en_37306219.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37306219.mp3	Dinu studied at the Jean Monnet language school in Bucharest.	The quarterly format permitted the collation of material into themed editions.
common_voice_en_37306226.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37306226.mp3	Possession of the Queen of Clubs is not always dangerous.	He then placed a plastic garbage bag over her head and strangled her.
common_voice_en_37306228.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37306228.mp3	Shot the same day.	David Letterman is also credited as one of the show's executive producers.
common_voice_en_37306229.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37306229.mp3	It is several miles north of the Rio Grande, the international border with Mexico.	"The usage of ""Derry"" versus ""Londonderry"" is still controversial."
common_voice_en_37306232.mp3	7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	generated_voice_en_37306232.mp3	Its task is to coordinate events and promote communication and exchange between young naturists.	However, they found no solution, because neither side was ready to make concessions.
